GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
raml-jaxrs-maven-plugin-it,uk.gov.justice.api.resource,DefaultUsersUserIdResource,0,47,0,0,0,5,0,3,0,3
