GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
raml-jaxrs-maven-plugin,uk.gov.justice.raml.jaxrs.maven,RamlJaxrsCodegenMojo,61,157,2,8,10,43,3,14,1,11
